"question","answer","category","tier"
"What is BeautifulSoup?","A Python library that parses HTML into a navigable tree so you can search and extract elements easily.","Documents-Data","2"
"find vs find_all in BeautifulSoup?","find returns the first matching element or None; find_all returns a list of every match.","Documents-Data","2"
"What does soup.select() do?","Finds elements with CSS selectors, like select('div.article p'), often more expressive than name and attribute filters.","Documents-Data","2"
"What does get_text() do in BeautifulSoup?","Returns all text inside an element with tags stripped; separator and strip arguments help clean the whitespace.","Documents-Data","2"
"What does markdownify do?","Converts HTML into Markdown, preserving headings, lists, links, and emphasis as lightweight plain-text markup.","Documents-Data","2"
"Why convert HTML to Markdown before sending to an LLM?","Markdown keeps structure like headings and lists while dropping tag noise, cutting tokens and improving model comprehension.","Documents-Data","2"
"What does openpyxl do?","Reads and writes Excel .xlsx files: worksheets, cells, formulas, and formatting, without needing Excel installed.","Documents-Data","2"
"openpyxl vs pandas read_excel?","pandas is best for loading tabular data into DataFrames for analysis; openpyxl for cell-level control, formatting, and writing workbooks.","Documents-Data","2"
"What is a pandas DataFrame?","A two-dimensional labeled table of rows and columns, the core pandas structure for loading, cleaning, and analyzing data.","Documents-Data","2"
"What is a pandas Series?","A one-dimensional labeled array; each DataFrame column is a Series with an index and a dtype.","Documents-Data","2"
"What does pd.read_csv do?","Loads a CSV file into a DataFrame, with options for separators, encodings, column types, and missing-value handling.","Documents-Data","2"
"What does df.head() do?","Shows the first five rows (or n you specify), a quick sanity check after loading data.","Documents-Data","2"
"How do you filter DataFrame rows by condition?","Boolean masking: df[df['price'] > 100] keeps rows where the condition is True.","Documents-Data","2"
"What does df.groupby do?","Splits rows into groups by column values, applies an aggregation like sum or mean per group, and combines results.","Documents-Data","2"
"What does pd.merge do?","Joins two DataFrames on key columns, like SQL joins, with how= controlling inner, left, right, or outer behavior.","Documents-Data","2"
"How does pandas represent missing data, and how do you handle it?","As NaN; use dropna() to remove rows or fillna(value) to substitute defaults before analysis.","Documents-Data","2"
"What do df.to_dict and df.to_json do?","Serialize a DataFrame to Python dicts or JSON strings, with orient= controlling the structure, handy for API responses.","Documents-Data","2"
"loc vs iloc?","loc selects by labels (index and column names); iloc selects by integer positions.","Documents-Data","2"
"What is a NumPy array?","A fixed-type, multidimensional array supporting fast vectorized math, the foundation under pandas and most scientific Python.","Documents-Data","2"
"Why is NumPy faster than Python lists for math?","Operations run in compiled C over contiguous typed memory, avoiding per-element Python interpreter overhead.","Documents-Data","2"
"What are array shape and dtype?","shape is the size along each dimension, like (3, 4); dtype is the element type, like float64.","Documents-Data","2"
"What is broadcasting in NumPy?","Automatic expansion of smaller arrays across larger ones in arithmetic, like adding a scalar or row vector to a matrix.","Documents-Data","2"
"What does Python built-in csv module handle that naive splitting misses?","Quoted fields containing commas, escaped quotes, and embedded newlines, which break simple line.split(',') parsing.","Documents-Data","2"
"What does csv.DictReader do?","Reads CSV rows as dictionaries keyed by the header row, so you access fields by name instead of position.","Documents-Data","2"
"Why specify encoding='utf-8' when opening text files?","The platform default encoding varies; being explicit prevents mojibake and errors when files move between systems.","Documents-Data","2"
"What causes UnicodeDecodeError and how do you fix it?","Reading bytes with the wrong encoding; open with the correct one, like latin-1 or utf-8-sig, or use errors='replace'.","Documents-Data","2"
"What is utf-8-sig for?","Decoding files with a byte order mark (BOM), common from Excel exports, stripping it instead of leaving junk characters.","Documents-Data","2"
"What is the chunk size tradeoff?","Small chunks give precise retrieval but lose context; large chunks keep context but dilute relevance and cost more tokens.","Documents-Data","2"
"Why split documents on structure instead of fixed length?","Splitting at headings, paragraphs, or sentences keeps chunks semantically coherent, improving retrieval quality over blind character counts.","Documents-Data","2"
"Why store metadata with each chunk?","Source, page, and section fields enable citations, filtered retrieval, and tracing answers back to original documents.","Documents-Data","2"
"When do you need OCR in a document pipeline?","For scanned images and photo-based PDFs with no embedded text layer, converting pixels into machine-readable text.","Documents-Data","2"
"What is the re module used for in text processing?","Regular expressions: pattern matching and extraction, like re.findall for emails or re.sub to clean unwanted text.","Documents-Data","2"
"What is JSON Lines (JSONL)?","One JSON object per line, easy to stream and append; the standard format for LLM batch and fine-tuning data.","Documents-Data","2"
"When do you open a file in 'rb' mode?","For binary content like PDFs and images, getting raw bytes; text mode would corrupt them by decoding.","Documents-Data","2"
"How do you resolve a merge conflict?","Open the files, choose or combine content between the <<<<<<< and >>>>>>> markers, remove markers, stage, and commit.","Git-CICD","2"
"What does git pull actually do?","git fetch (download remote commits) followed by git merge into your current branch; --rebase replays your commits instead.","Git-CICD","2"
"fetch vs pull?","fetch downloads remote changes without touching your working branch; pull fetches and immediately merges them in.","Git-CICD","2"
"What does git rebase do?","Replays your branch commits on top of another branch, producing a linear history without a merge commit.","Git-CICD","2"
"Rebase vs merge?","Merge preserves both histories with a merge commit; rebase rewrites your commits onto the target for a linear history.","Git-CICD","2"
"Why avoid rebasing shared branches?","Rebase rewrites commit hashes; teammates with the old history face painful conflicts and confusing divergence.","Git-CICD","2"
"What does git stash do?","Temporarily shelves uncommitted changes so you can switch tasks, restoring them later with git stash pop.","Git-CICD","2"
"What is a git tag?","A named pointer to a specific commit, typically marking release versions like v1.2.0.","Git-CICD","2"
"What is a release?","A published, versioned snapshot of the software, usually built from a tag, with notes and downloadable artifacts.","Git-CICD","2"
"What is semantic versioning?","MAJOR.MINOR.PATCH: bump major for breaking changes, minor for new backward-compatible features, patch for bug fixes.","Git-CICD","2"
"What does .gitignore do?","Lists paths Git should never track, like .env, __pycache__, .venv, and build outputs.","Git-CICD","2"
"What is origin in Git?","The default name for the remote repository you cloned from, used in commands like git push origin main.","Git-CICD","2"
"What is the purpose of code review?","Catching bugs, sharing knowledge, and keeping the codebase consistent and maintainable before changes merge.","Git-CICD","2"
"What is a squash merge?","Combining all branch commits into one commit on the target, keeping main history clean and readable.","Git-CICD","2"
"git revert vs git reset?","revert adds a new commit undoing an earlier one, safe on shared branches; reset moves the branch pointer, rewriting history.","Git-CICD","2"
"What does git cherry-pick do?","Copies a specific commit from another branch onto your current branch, useful for hotfixes.","Git-CICD","2"
"What is HEAD in Git?","A pointer to your current checkout, normally the tip of the current branch; commits move HEAD forward.","Git-CICD","2"
"Clone vs fork?","Clone copies a repository to your machine; fork copies it to your own remote account, common for contributing externally.","Git-CICD","2"
"Where do GitHub Actions workflows live?","YAML files under .github/workflows in the repository, one file per workflow.","Git-CICD","2"
"What does the on: key define in a workflow?","The trigger events, like on: push to main, pull_request, schedule with cron, or manual workflow_dispatch.","Git-CICD","2"
"Job vs step in GitHub Actions?","A job is a group of steps on one runner; steps run sequentially within it, jobs can run in parallel.","Git-CICD","2"
"What is a runner?","The machine executing workflow jobs, either GitHub-hosted VMs or self-hosted machines you manage.","Git-CICD","2"
"How do you handle secrets in GitHub Actions?","Store them in repository or environment secrets and reference via secrets.NAME; they are masked in logs, never hardcoded.","Git-CICD","2"
"What is a CI/CD pipeline?","An automated sequence, typically build, test, and deploy, that runs on every change to deliver software reliably.","Git-CICD","2"
"What happens in the build stage?","Dependencies install and the code compiles or packages, like building a Docker image or Python wheel.","Git-CICD","2"
"What happens in the test stage?","Automated tests and linters run against the build; failures stop the pipeline before anything deploys.","Git-CICD","2"
"What happens in the deploy stage?","The built, tested artifact is released to an environment, like pushing an image and updating an Azure app.","Git-CICD","2"
"CI vs CD?","CI continuously integrates and tests every change; CD automates delivering or deploying those validated changes to environments.","Git-CICD","2"
"What is environment promotion?","Moving the same tested build through dev, staging, and production in order, gaining confidence at each stage.","Git-CICD","2"
"What is a build artifact?","A file the pipeline produces and stores, like a package or image, deployed later so every stage uses identical bits.","Git-CICD","2"
"What are status checks on a pull request?","CI results reported on the PR; branch protection can require them to pass before merging is allowed.","Git-CICD","2"
"What is branch protection?","Rules on important branches requiring pull requests, passing checks, and reviews, and blocking force pushes.","Git-CICD","2"
"Image vs container?","The image is the frozen blueprint; a container is a live running instance of it, and one image can run many.","Git-CICD","2"
"What is a Dockerfile?","A text file of instructions, like FROM, COPY, RUN, CMD, that docker build follows to create an image.","Git-CICD","2"
"What does FROM do in a Dockerfile?","Sets the base image to build upon, like FROM python:3.12-slim, providing the OS and runtime layer.","Git-CICD","2"
"What do COPY and RUN do in a Dockerfile?","COPY brings files from your project into the image; RUN executes build-time commands like pip install -r requirements.txt.","Git-CICD","2"
"CMD vs ENTRYPOINT?","Both set the container startup command; ENTRYPOINT is the fixed executable, CMD provides default arguments that docker run can override.","Git-CICD","2"
"What does docker build -t myapp . do?","Builds an image from the Dockerfile in the current directory and tags it myapp.","Git-CICD","2"
"What does -p 8000:80 mean in docker run?","Maps host port 8000 to container port 80, so local traffic reaches the app inside.","Git-CICD","2"
"What is a container registry?","A server storing and distributing images, like Docker Hub or Azure Container Registry; deployments pull images from it.","Git-CICD","2"
"What do docker push and pull do?","push uploads a tagged image to a registry; pull downloads one, as deployment platforms do at release time.","Git-CICD","2"
"Why does Dockerfile instruction order affect build speed?","Each instruction is a cached layer; copying requirements and installing before copying code lets dependency layers cache across builds.","Git-CICD","2"
"How do you pass configuration into a container?","Environment variables via docker run -e or an env file, keeping images generic; also use .dockerignore to exclude secrets.","Git-CICD","2"
"Why avoid SELECT * in production queries?","It fetches unneeded columns, wastes bandwidth, defeats some indexes, and breaks code when the table schema changes.","SQL","2"
"What does WHERE do?","Filters rows by a condition before results return, like WHERE status = 'active' AND created_at > '2025-01-01'.","SQL","2"
"What does ORDER BY do?","Sorts result rows by one or more columns, ascending by default, DESC for descending.","SQL","2"
"How do you limit result rows?","LIMIT 10 in PostgreSQL/MySQL/SQLite, or TOP 10 in SQL Server, usually combined with ORDER BY.","SQL","2"
"What does DISTINCT do?","Removes duplicate rows from the result, like SELECT DISTINCT country FROM customers.","SQL","2"
"What does an INNER JOIN return?","Only rows with matching values in both tables based on the join condition; unmatched rows are dropped.","SQL","2"
"What does a LEFT JOIN return?","All rows from the left table plus matches from the right; unmatched right-side columns come back NULL.","SQL","2"
"What does the ON clause do in a join?","Specifies how rows pair up, typically foreign key equals primary key, like ON orders.customer_id = customers.id.","SQL","2"
"What is a primary key?","A column or set of columns uniquely identifying each row; it cannot be NULL and is indexed automatically.","SQL","2"
"What is a foreign key?","A column referencing another table primary key, enforcing that the related row exists and linking the tables.","SQL","2"
"What is an index?","A lookup structure that speeds queries on specific columns, like a book index, avoiding full table scans.","SQL","2"
"What is the downside of indexes?","Each index consumes storage and slows writes, since inserts and updates must maintain it; index only frequently queried columns.","SQL","2"
"What is a database schema?","The structure definition: tables, columns, types, keys, and relationships; also a namespace grouping tables in some databases.","SQL","2"
"What is a one-to-many relationship?","One parent row relates to many child rows, like one customer to many orders, via a foreign key on the child.","SQL","2"
"What does NULL mean in SQL?","The absence of a value, unknown rather than zero or empty string; comparisons with NULL yield unknown, not true.","SQL","2"
"Why does = NULL not work?","NULL is not equal to anything, including NULL; use IS NULL or IS NOT NULL to test for it.","SQL","2"
"COUNT(*) vs COUNT(column)?","COUNT(*) counts all rows; COUNT(column) counts only rows where that column is not NULL.","SQL","2"
"Name common aggregate functions.","COUNT, SUM, AVG, MIN, MAX: they collapse many rows into one summary value, often paired with GROUP BY.","SQL","2"
"What does GROUP BY do?","Groups rows sharing column values so aggregates compute per group, like sales totals per region.","SQL","2"
"HAVING vs WHERE?","WHERE filters rows before grouping; HAVING filters groups after aggregation, like HAVING COUNT(*) > 5.","SQL","2"
"What is the INSERT syntax?","INSERT INTO table (col1, col2) VALUES (v1, v2); listing columns explicitly protects against schema changes.","SQL","2"
"What is the danger with UPDATE and DELETE?","Omitting the WHERE clause affects every row in the table; always verify the condition, ideally with a SELECT first.","SQL","2"
"DELETE vs TRUNCATE?","DELETE removes rows matching a condition and logs each; TRUNCATE quickly empties the whole table with minimal logging.","SQL","2"
"What do LIKE wildcards mean?","% matches any sequence of characters, _ matches exactly one, like WHERE name LIKE 'Pen%'.","SQL","2"
"What does BETWEEN do?","Tests an inclusive range: WHERE price BETWEEN 10 AND 20 includes both endpoints.","SQL","2"
"What does AS do in SQL?","Creates an alias for a column or table, like SELECT COUNT(*) AS total, improving readability and enabling short table names.","SQL","2"
"What is a subquery?","A query nested inside another, like WHERE id IN (SELECT customer_id FROM orders), feeding results to the outer query.","SQL","2"
"Why do SQL column data types matter?","They enforce valid values, control storage size, and determine comparison and sorting behavior, like VARCHAR versus INT versus DATE.","SQL","2"
"What is an auto-increment (identity) column?","An integer primary key the database generates automatically for each insert, so applications never assign IDs manually.","SQL","2"
"What do NOT NULL and UNIQUE constraints do?","NOT NULL requires a value in the column; UNIQUE forbids duplicate values across rows. Constraints enforce data integrity in the database.","SQL","2"
"What is an ORM?","Object-relational mapping: a library exposing tables as classes and rows as objects, generating SQL from Python code.","SQL","2"
"What is SQLAlchemy?","The leading Python ORM and SQL toolkit, used with FastAPI for models, sessions, queries, and connection pooling.","SQL","2"
"What is SQL injection and the defense?","Attackers smuggle SQL through user input built into query strings; always use parameterized queries, never string formatting.","SQL","2"
"What does a parameterized query look like in Python?","cursor.execute('SELECT * FROM users WHERE id = ?', (user_id,)); the driver safely binds values, preventing injection.","SQL","2"
"What parts make up a database connection string?","Driver or dialect, host, port, database name, username, and password, like postgresql://user:pass@host:5432/dbname.","SQL","2"
"What is a transaction?","A group of statements that succeed or fail as one unit, keeping the database consistent, like transferring money between accounts.","SQL","2"
"What do COMMIT and ROLLBACK do?","COMMIT makes the transaction changes permanent; ROLLBACK undoes everything since the transaction began.","SQL","2"
"What does ACID stand for?","Atomicity, Consistency, Isolation, Durability: transaction guarantees that changes apply fully, validly, independently, and permanently.","SQL","2"
"SQLite vs PostgreSQL: when each?","SQLite is a serverless single-file database, great for local development and small apps; PostgreSQL is a full server for production concurrency.","SQL","2"
"What is prompt caching?","Providers cache repeated prompt prefixes, like long system prompts, so subsequent calls process them cheaper and faster.","AI-LLM","2"
"What problem does OAuth 2.0 solve?","It lets apps access resources on a user's behalf without sharing passwords, using tokens issued by an authorization server.","Security-Auth","3"
"What is the OAuth authorization code flow?","The user logs in, the app receives a temporary code, then exchanges it server-side for an access token.","Security-Auth","3"
"When is the OAuth client credentials flow used?","When an app authenticates as itself, with no user involved, such as service-to-service calls using its own client ID and secret.","Security-Auth","3"
"Access token vs refresh token?","Access tokens are short-lived and sent with API calls; refresh tokens are longer-lived and used to get new access tokens.","Security-Auth","3"
"What is a JWT?","JSON Web Token: a compact, signed token carrying claims about a user or app, commonly used for API authentication.","Security-Auth","3"
"What are the three parts of a JWT?","Header, payload, and signature, each base64-encoded and separated by dots.","Security-Auth","3"
"What does a JWT signature provide?","Integrity: it proves the token was issued by a trusted party and has not been tampered with.","Security-Auth","3"
"What are claims in a JWT?","Key-value statements in the payload, like user ID, roles, issuer, audience, and expiry time.","Security-Auth","3"
"Is a JWT payload encrypted by default?","No, it is only base64-encoded and readable by anyone, so never put secrets inside a standard JWT.","Security-Auth","3"
"Why do access tokens expire quickly?","Short lifetimes limit the damage if a token is stolen, since it becomes useless after minutes or hours.","Security-Auth","3"
"What is a scope in OAuth?","A permission the app requests, like read-only access to files, limiting what the token can do.","Security-Auth","3"
"What is a tenant in Entra ID?","An organization's dedicated instance of Entra ID containing its users, groups, and app registrations.","Security-Auth","3"
"What is an app registration in Entra ID?","A record that identifies your application to Entra ID so it can request tokens and define permissions.","Security-Auth","3"
"What is a managed identity in Azure?","An automatically managed identity for Azure resources, letting them authenticate to services without storing any credentials in code.","Security-Auth","3"
"What is the On-Behalf-Of flow?","A middle-tier API exchanges the user's incoming token for a new token to call a downstream API as that user.","Security-Auth","3"
"Why use On-Behalf-Of instead of the app's own identity?","It preserves the user's identity and permissions downstream, so data access respects what that user is allowed to see.","Security-Auth","3"
"How does OpenID Connect relate to OAuth?","It is an identity layer on top of OAuth 2.0, adding ID tokens so apps can verify who the user is.","Security-Auth","3"
"What is an ID token?","A JWT from OpenID Connect that proves who the user is, used for sign-in rather than API access.","Security-Auth","3"
"What is the principle of least privilege?","Give users and apps only the minimum permissions needed for their task, reducing damage if they are compromised.","Security-Auth","3"
"What is RBAC?","Role-based access control: permissions are grouped into roles like Reader or Contributor and assigned to users or identities.","Security-Auth","3"
"What is secret rotation?","Regularly replacing credentials like API keys and passwords so stolen or leaked secrets stop working quickly.","Security-Auth","3"
"What is encryption at rest?","Encrypting data stored on disk or in databases so it is unreadable if the storage is stolen or accessed directly.","Security-Auth","3"
"What is encryption in transit?","Encrypting data while it moves over networks, typically with TLS, so it cannot be read if intercepted.","Security-Auth","3"
"What is TLS?","Transport Layer Security: the protocol that encrypts network traffic and verifies server identity, powering HTTPS.","Security-Auth","3"
"What does HTTPS add over HTTP?","Encryption and server authentication via TLS, protecting requests and responses from eavesdropping and tampering.","Security-Auth","3"
"What is a TLS certificate for?","It proves a server's identity to clients and enables the encrypted connection; browsers trust certificates from known authorities.","Security-Auth","3"
"How should API keys be handled?","Keep them out of code, load from environment variables or a vault, restrict their scope, and rotate them regularly.","Security-Auth","3"
"Why store secrets in environment variables?","They keep credentials out of source code and version control, and let each environment use different values.","Security-Auth","3"
"What caution applies to .env files?","Add them to .gitignore so secrets are never committed, and never share them in chat or tickets.","Security-Auth","3"
"What is the OWASP Top 10?","A widely used list of the most critical web application security risks, like injection and broken access control.","Security-Auth","3"
"What is SQL injection?","An attack where malicious input alters a database query; prevented by parameterized queries instead of string concatenation.","Security-Auth","3"
"What is cross-site scripting (XSS)?","Injecting malicious scripts into web pages viewed by others; prevented by escaping and sanitizing user input.","Security-Auth","3"
"What is CSRF?","Cross-site request forgery: tricking a logged-in user's browser into making unwanted requests; mitigated with anti-forgery tokens.","Security-Auth","3"
"What is secret scanning?","Automated tools that check code and commits for leaked credentials, often blocking pushes containing API keys.","Security-Auth","3"
"What should you do if a secret is committed to git?","Revoke and rotate the secret immediately; removing it from history is not enough because it may already be copied.","Security-Auth","3"
"Authentication vs authorization?","Authentication verifies who you are; authorization decides what you are allowed to do once identified.","Security-Auth","3"
"What is multi-factor authentication?","Requiring a second proof beyond a password, like a phone prompt, greatly reducing account takeover risk.","Security-Auth","3"
"What is single sign-on (SSO)?","One login grants access to many applications, typically via an identity provider like Entra ID.","Security-Auth","3"
"What is the audience claim in a token?","It names the intended recipient API; services should reject tokens meant for a different audience.","Security-Auth","3"
"What is the issuer claim in a token?","It identifies which authority issued the token, letting APIs verify it came from a trusted identity provider.","Security-Auth","3"
"What checks happen when validating a JWT?","Verify the signature, issuer, audience, and expiry before trusting any claims in the token.","Security-Auth","3"
"How should passwords be stored?","Never in plain text: use a slow salted hash like bcrypt so leaks cannot easily reveal passwords.","Security-Auth","3"
"How do you defend a login endpoint against brute force?","Rate limit attempts, lock or delay after failures, and require MFA to make guessing impractical.","Security-Auth","3"
"What is zero trust?","A security model that never assumes trust from network location: verify every request, user, and device explicitly.","Security-Auth","3"
"What is observability?","The ability to understand a system's internal state from its outputs, letting you answer new questions without new code.","Observability","3"
"What are the three pillars of observability?","Logs, metrics, and traces, each giving a different view of system behavior.","Observability","3"
"What is OpenTelemetry?","An open standard and SDKs for collecting traces, metrics, and logs, vendor-neutral so you can switch backends.","Observability","3"
"What is a trace?","The end-to-end record of one request as it moves through services, made up of spans.","Observability","3"
"What is a span?","One timed operation within a trace, like a database call, with a name, duration, and attributes.","Observability","3"
"What is trace context propagation?","Passing trace IDs along with requests between services so their spans join into one connected trace.","Observability","3"
"What is a metric?","A numeric measurement over time, like request count or memory use, cheap to store and easy to graph.","Observability","3"
"Counter vs gauge metric?","A counter only increases, like total requests; a gauge goes up and down, like current memory usage.","Observability","3"
"What is a histogram metric?","It records the distribution of values, like request durations, enabling percentile calculations such as p95 latency.","Observability","3"
"What are the standard log levels?","DEBUG, INFO, WARNING, ERROR, and CRITICAL, in increasing severity, controlling what gets recorded.","Observability","3"
"When do you log WARNING vs ERROR?","WARNING for unexpected but handled situations; ERROR when an operation actually failed and needs attention.","Observability","3"
"What is structured logging?","Writing logs as key-value data like JSON instead of free text, making them searchable and filterable.","Observability","3"
"What is a correlation ID?","A unique ID attached to a request and included in every log line, letting you follow one request across services.","Observability","3"
"What is Azure Monitor?","Azure's umbrella observability service collecting metrics, logs, and traces from apps and resources, with alerting and dashboards.","Observability","3"
"What is Log Analytics?","The Azure Monitor workspace where logs are stored and queried using KQL.","Observability","3"
"What is KQL?","Kusto Query Language: the query language for Log Analytics and Application Insights, used to search and aggregate telemetry.","Observability","3"
"What is auto-instrumentation?","Collecting telemetry like requests and dependency calls automatically via an agent or SDK, without changing application code.","Observability","3"
"What is Live Metrics in Application Insights?","A real-time stream of requests, failures, and performance, useful for watching a deployment as it happens.","Observability","3"
"What is alerting?","Automatically notifying people when telemetry crosses a threshold, like error rate spikes, so issues are caught early.","Observability","3"
"What is alert fatigue?","Too many noisy alerts cause people to ignore them; alerts should be actionable and tied to real user impact.","Observability","3"
"What is an SLA?","Service level agreement: a contractual promise about availability or performance, often with penalties if missed.","Observability","3"
"What is an SLO?","Service level objective: an internal target for reliability, like 99.9 percent of requests under 500 milliseconds.","Observability","3"
"What is an SLI?","Service level indicator: the actual measured value, like real error rate, compared against the SLO target.","Observability","3"
"What is an error budget?","The allowed amount of unreliability under an SLO; when spent, teams prioritize stability over new features.","Observability","3"
"What is a health check endpoint?","A simple route like /health that reports whether the service is running, used by load balancers and orchestrators.","Observability","3"
"Liveness vs readiness check?","Liveness asks if the process should be restarted; readiness asks if it can accept traffic right now.","Observability","3"
"What makes a good dashboard?","A few key user-facing signals like traffic, errors, and latency, understandable at a glance during an incident.","Observability","3"
"What is sampling in tracing?","Recording only a fraction of traces to control cost while keeping enough data to spot patterns.","Observability","3"
"What is instrumentation?","Adding code or agents that emit telemetry such as spans, metrics, and logs from your application.","Observability","3"
"What is an exporter in OpenTelemetry?","The component that sends collected telemetry to a backend like Azure Monitor, Jaeger, or Prometheus.","Observability","3"
"What is the OpenTelemetry Collector?","A standalone service that receives, processes, and forwards telemetry, decoupling apps from the monitoring backend.","Observability","3"
"What does p95 latency mean?","95 percent of requests are faster than this value; percentiles reveal slow outliers that averages hide.","Observability","3"
"Monitoring vs observability?","Monitoring watches known failure signals; observability lets you explore and debug problems you did not predict.","Observability","3"
"Why is distributed tracing valuable in microservices?","It shows exactly where a slow or failed request spent its time across many services.","Observability","3"
"What is log aggregation?","Collecting logs from all services into one searchable store instead of reading files on individual machines.","Observability","3"
"What is a log retention policy?","Rules for how long telemetry is kept, balancing debugging and compliance needs against storage cost.","Observability","3"
"What are custom events or metrics?","Telemetry you define for business-specific things, like manuscripts processed per hour, beyond built-in system metrics.","Observability","3"
"What is dependency tracking in Application Insights?","Automatic recording of outbound calls to databases and APIs, with duration and success, revealing slow external dependencies.","Observability","3"
"What is synthetic monitoring?","Automated scripted requests, like availability tests, that probe your service from outside to catch outages before users do.","Observability","3"
"Training vs inference?","Training builds the model from data and is compute-heavy; inference uses the trained model to make predictions.","ML-Fundamentals","3"
"What is supervised learning?","Learning from labeled examples, where each input has a known correct output the model tries to predict.","ML-Fundamentals","3"
"What is unsupervised learning?","Finding structure in unlabeled data, like grouping similar customers, without known correct answers.","ML-Fundamentals","3"
"What is a label in ML?","The correct answer attached to a training example, like spam or not spam, that supervised models learn to predict.","ML-Fundamentals","3"
"What are features?","The input variables a model uses to make predictions, like word counts or page counts.","ML-Fundamentals","3"
"What is classification?","Predicting a category, like which genre a book belongs to, from a fixed set of classes.","ML-Fundamentals","3"
"What is regression in ML?","Predicting a continuous number, like forecasting how many copies a title will sell.","ML-Fundamentals","3"
"What is clustering?","An unsupervised technique grouping similar items together, like readers with similar purchase behavior, without predefined labels.","ML-Fundamentals","3"
"What is a model in ML?","The learned function mapping inputs to predictions, defined by its architecture and trained parameters.","ML-Fundamentals","3"
"What are model weights?","The numeric parameters adjusted during training that encode what the model has learned.","ML-Fundamentals","3"
"What is a hyperparameter?","A setting chosen before training, like learning rate or tree depth, tuned by the developer rather than learned.","ML-Fundamentals","3"
"What is overfitting?","The model memorizes training data, including noise, and performs poorly on new unseen data.","ML-Fundamentals","3"
"What is underfitting?","The model is too simple to capture the pattern, performing poorly even on training data.","ML-Fundamentals","3"
"Why split data into train and test sets?","The test set is held out so you measure performance on data the model has never seen.","ML-Fundamentals","3"
"What is a validation set?","Data held out from training to tune hyperparameters and detect overfitting, separate from the final test set.","ML-Fundamentals","3"
"What is cross-validation?","Rotating which slice of data is held out across several rounds, giving a more reliable performance estimate.","ML-Fundamentals","3"
"What is accuracy?","The fraction of predictions that are correct, a simple overall performance measure.","ML-Fundamentals","3"
"When is accuracy misleading?","With imbalanced classes: predicting the majority class always can score high while catching zero rare cases.","ML-Fundamentals","3"
"What is precision?","Of the items the model flagged positive, the fraction that were actually positive; high precision means few false alarms.","ML-Fundamentals","3"
"What is recall?","Of all actual positives, the fraction the model found; high recall means few misses.","ML-Fundamentals","3"
"What is the precision-recall tradeoff?","Raising the decision threshold usually increases precision but lowers recall; the right balance depends on the cost of errors.","ML-Fundamentals","3"
"What is the F1 score?","The harmonic mean of precision and recall, useful as one number when both matter.","ML-Fundamentals","3"
"What is a confusion matrix?","A table of true and false positives and negatives, showing exactly which kinds of mistakes a classifier makes.","ML-Fundamentals","3"
"What is a loss function?","A number measuring how wrong the model's predictions are; training adjusts weights to minimize it.","ML-Fundamentals","3"
"What is gradient descent?","An optimization method that repeatedly nudges model weights in the direction that reduces the loss.","ML-Fundamentals","3"
"What is an epoch?","One full pass through the entire training dataset during training.","ML-Fundamentals","3"
"What is generalization?","How well a model performs on new data it was not trained on, the real goal of ML.","ML-Fundamentals","3"
"What is a baseline model?","A simple starting point, like always predicting the average, that any serious model must beat to prove value.","ML-Fundamentals","3"
"What is a benchmark?","A standard dataset and metric used to compare models fairly, like MMLU for language models.","ML-Fundamentals","3"
"What is retrieval-augmented generation (RAG)?","Fetching relevant documents at query time and giving them to the LLM as context, grounding answers in your data.","ML-Fundamentals","3"
"Fine-tuning vs RAG: when to choose which?","RAG suits changing factual knowledge and citations; fine-tuning suits style, format, or behavior. RAG is usually cheaper to update.","ML-Fundamentals","3"
"What is model drift?","A deployed model's performance degrades over time because the real world changes from the training data.","ML-Fundamentals","3"
"What is data drift?","The distribution of incoming data shifts from what the model saw in training, an early warning of degraded predictions.","ML-Fundamentals","3"
"What is ground truth?","The verified correct answers used to train models and score their predictions during evaluation.","ML-Fundamentals","3"
"Batch vs real-time inference?","Batch scores many records on a schedule; real-time serves individual predictions instantly via an API.","ML-Fundamentals","3"
"What is transfer learning?","Reusing a model trained on one large task as the starting point for a related task with less data.","ML-Fundamentals","3"
"What is a foundation model?","A large model pretrained on broad data, like GPT or Claude, adaptable to many tasks via prompting or fine-tuning.","ML-Fundamentals","3"
"What is a large language model?","A neural network trained on massive text corpora to predict the next token, enabling generation, summarization, and reasoning.","ML-Fundamentals","3"
"What is a token in LLM terms?","A chunk of text, roughly a word piece; models read, generate, and are billed in tokens.","ML-Fundamentals","3"
"What does the temperature setting control?","Output randomness: low temperature gives consistent focused answers, high temperature gives more varied creative ones.","ML-Fundamentals","3"
"What is hallucination?","When an LLM confidently generates false information; mitigated with grounding, retrieval, citations, and human review.","ML-Fundamentals","3"
"What is prompt engineering?","Designing instructions, examples, and context in prompts to get reliable, accurate outputs from a model.","ML-Fundamentals","3"
"Zero-shot vs few-shot prompting?","Zero-shot gives only instructions; few-shot includes worked examples in the prompt, often improving accuracy and format.","ML-Fundamentals","3"
"What is reinforcement learning?","Learning by trial and error with rewards; RLHF uses human feedback this way to align LLM behavior.","ML-Fundamentals","3"
"What is Microsoft Fabric?","Microsoft's unified analytics platform combining data engineering, warehousing, real-time analytics, and Power BI on one SaaS foundation.","Fabric-MCP-Infra","3"
"What is OneLake?","Fabric's single unified data lake, one storage layer shared by all Fabric workloads across the organization.","Fabric-MCP-Infra","3"
